"job_id","job_title","business_name","work_type","job_type","job_description","pay_range","suburb","area","url","advertiser_id"
"74562963","Data Engineer","Peoplebank Australia WA","Contract/Temp","Database Development & Administration ","Data Engineer 6 months initial contract with potential extension Based in Perth CBD Skills: Microsoft Azure tools - Synapse, Data Factory, SSIS, SQL Our client is seeking a skilled Data Engineer to join their team. This individual will play a key role in designing and implementing data pipelines, optimizing data storage, and collaborating with teams to ensure efficient and reliable data solutions. Responsibilities: Design and develop data pipelines and ETL processes using Azure data services. Implement and maintain data storage solutions on Azure, ensuring scalability and efficiency. Collaborate with cross-functional teams to gather and analyse data requirements. Optimize and monitor data solutions for performance and reliability. Stay updated with Azure technologies and best practices for continuous improvement of data processes. Skills: Strong expertise in data mining and information retrieval to design, develop, optimise, and maintain data architecture and pipelines. Ability to coach members of the teams on achieving goals and developing necessary skills to get results. Expertise in Python programming and SQL. Skills in Power BI Dataflows, Power BI, Power Automate is desirable. Experience in Azure Functions. Azure Data Factory, Azure Synapse Pipelines highly desirable. Experience in Azure Functions and Azure Logic Apps is a plus.  If you have the experience we are seeking for the above role, please apply now via the link below to be considered.   Contact: Maria Hecto - (08) 9423 1407 - (Job Reference:261306)  Diversity and inclusion are strongly supported at Peoplebank. People of all nationalities, gender identities, and cultural backgrounds, including Aboriginal and Torres Strait Islander Peoples, are encouraged to apply.","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74562963","28936488"
"74601506","Senior Developer","Juicebox","Full time","Developers/Programmers ","At Juicebox, we strive for world-class digital products. We thrive on a culture built on collaboration and innovation to deliver advanced digital experiences, platforms and applications for tomorrow. As Digital Agency of the Year we have a proven record of breaking boundaries to achieve the objectives of the exciting brands that we partner through the use of technology. We offer a collaborative, hybrid environment where quality is valued over quantity. A competitive salary package is on offer as well as dedicated time for professional development and personal internal projects. There are many employee perks around lifestyle that make us an employer of choice. With offices in Perth, Denpasar and Jakarta, we want to work with truly ambitious clients across Australia and Southeast Asia. What We're Looking For A forward thinking, experienced Web Developer with a background working as a React, Laravel or an Advanced PHP  developer. You're the kind of person that has: The ability to think laterally and solve complex problems A hardworking attitude with a customer focused approach Strong communication skills both written and verbal The ability to work to deadlines Excellent attention to detail and an appreciation of design and code quality What You Should Know The ideal candidate will have: Demonstrated experience of working on medium to large web projects. Knowledge of the Laravel framework Knowledge of using JWT would be a benefit Familiarity with build tools – Yarn, NPM, WebPack Excellent knowledge in PHP, MySQL, HTML, JSON Familiarity with Git version control Familiarity with Agile project management Who We Are We are a new breed digital agency that likes to break boundaries to make the objectives of our growing client base a reality. Juicebox is an independent full-service agency of 80+ communication specialists across Perth and Indonesia, with diverse and different backgrounds, brought together over a shared passion for technology, design and creating impacts. We partner with ambitious organisations to drive growth. Why Should I Apply? You will be joining a company with a clear vision for changing the landscape of technology and development in Perth. This is direction is validated through the number of our awards: 2023 Digital Agency of the Year 2023 National Web Award Winners 2022 Digital Agency of the Year Runner-up 2021 National Finalists across 4 Categories (Announced June) 2019 National Winner Website of the Year (Australian Web Awards) 2019 National Winner Small Business (Australian Web Awards) 2018 Winner ‘WA Digital Agency of the Year’ (Campaign Brief) 2017 Runner-Up ‘WA Digital Agency of the Year’ (Campaign Brief) 2017 National Finalists (8 websites) To Apply If you are looking to take the next step in your career and would like to work in a supportive and creative team environment then please submit your application below or email [email protected]","","West Leederville, Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74601506","31923727"
"74417926","Senior 2 Way Radio Communication Technician Perth","Itch Recruitment","Full time","Telecommunications ","Ready to step up: Are you wanting to step up your career and really be valued for your hard work and great tech skills? A position has opened up for an experienced 2 way radio tech who wants to work with the latest tech on the most interesting projects. You have already had plenty of experience with Tetra, P25, DMR, and can program, install and fault find with the best of them. You have had exposure to data cabling, wireless links and you know a bit about IP networking (if you haven't its not the end of the world but it's an advantage). There will be exposure to private LTE networks, so any experience here will be an advantage, but if your just excited about learning more, you should definitely apply. Let me know what you are worth and we can have a discussion about the package you are looking for. You'll have a work ute to take home, as well as the usual tools of trade like a laptop and a phone  It's a Monday to Friday gig but we know the good projects are a plane flight- away, so there will be opportunities for some FIFO swings for project work if this interests you. This is an opportunity to make some more cash with the addition of site allowance while you're away. It's the best of both worlds as your not always away, but you can keep your FIFO street cred. Please note you must be an experienced 2 way radio technician and preferably be experienced with Motorola to be considered for this position Work with the best: This company provides a great working environment, and they have just moved into a state of the art purpose built facility, with a workshop you would be proud to show your mum.  They have more than 90% staffing retention, their projects are exciting, they are down-to-earth with a friendly culture. The company is doing some amazing things, they will dominate the comms space in Australia and possibly the world in no time! As a recruiter, I deal with a lot of companies, and this is one of my favourite clients! If you want to know more, or just aren't sure, pick up the phone and call me, Call Courtney Powys on 0491 353 141 . I'm a tech myself with over 25 years experience so I'm happy to have a confidential chat anytime, including after hours and weekends. If it sounds just what you have been looking for, don't delay and apply now!","$120k-$135k + plus vehicle and extra$$ for site","Kewdale, Perth WA","Eastern Suburbs","https://www.seek.com.au/job/74417926","28220173"
"74476518","Field Supervisor - Telecommunications","THM Electrical & Communications","Full time","Telecommunications ","THM Electrical and Communications is an established electrical and communications contracting business servicing both the residential and commercial sectors. Due to a high demand for Telecommunications work, we require a Field Supervisor with experience in civil works to become part of our team. THM Electrical and Communications is offering competitive rates, plus overtime and working away allowance if work is required in regional areas from time to time. Benefits Include: Great Workmates Challenging environment Flexible working conditions Vehicles and Specialised equipment are supplied Excellent growth and development opportunities The Role As a Field Supervisor, you will be required to: Coordinate and oversee civil telecommunications projects from start to finish, ensuring timelines are met and resources are utilised effectively. Assist with quoting on upcoming Telecommunications projects Scheduling of crews via the business management system Coordinate and assist crews onsite with civil works. Ensure compliance with current Telecommunications Standards and Industry Practices, maintaining high levels of quality and safety in all activities. Liaise with Clients and Managers on the progression and status of jobs. Identify and troubleshoot telecommunications issues, implementing effective solutions to minimise downtime and maximise system performance. Prioritise safety in all tasks, adhering to company safety protocols and procedures to create a secure working environment for yourself and your team Create submission documentation, redlines, and be involved in finalising claims. Must Have Requirements: We are looking for a hardworking and reliable Supervisor that has the following: Solid understanding of telecommunications infrastructure and construction processes -Telecommunication (Telstra/NBN) knowledge is preferred Minimum of 3 years supervisory experience in construction or telecommunications role Civil Background i.e. previous experience working with Directional Drills, Open Trenching, ACM Removal, Pit, Pipe and optic fibre installation Valid Driver's Licence White Card First Aid certificate Identify, locate and protect underground services Police Clearance Current First Aid and CPR enAble registered","","Forrestdale, Perth WA","Fremantle & Southern Suburbs","https://www.seek.com.au/job/74476518","38986038"
"74384271","Business Analyst (Business Case Writer)","Seisma","Contract/Temp","Business/Systems Analysts ","Seisma are always looking for incredible consultants to join our teams as our workforce expands geographically around Australia and New Zealand. Our clients are across banking and finance, agriculture, entertainment, government & utilities - and growing! We have a new opportunity available, and we hope you can help us. We are currently on the lookout for a Business Case Writer to join one of our reputable clients in Western Australia. This position will lead/coordinate and deliver (e.g. write) Business Cases seeking funds from State Government sources in relation to the ICT Strategic Sourcing Strategy Program. The Business Cases must be written in accordance with the WA Treasury Strategic Asset Management Framework (SAMF) Business Case template, which will be made available to the Contractor upon contract commencement.  Specified Personnel must have the following skills and experience:   Tertiary or relevant industry-recognised ICT qualifications;  Extensive experience in the ICT industry, with at least two year's relevant experience in developing ICT Business Cases  Experience working with Government entities.   The Contractor will be required to deliver, at a minimum, the following deliverables:   Business Case drafts, progressively released for agency governance oversight and feedback  Business Case delivery plan, identifying internal resources and information required  Business Case Gateway delivery plan  Stakeholder engagement  Business Cases and supporting documents.   Our Capabilities We've been doing this for businesses of all sizes across many different industries for almost 18 years. You can read our story on our website at ""Join Our Team"", but the short version is that we are on a mission to become the largest 100% Australian owned IT professional services group. We are on a steady acquisition and organic growth journey, and we invite you to join us!  Working with Seisma   Our workforce currently numbers more than 250 consultants across many different industries. This provides you with great opportunities to network with people on a similar career journey.  Our dedication to diversity and inclusiveness ensures that every employee feels valued and proud. Policies, initiatives and tools are just the first steps; we truly support diversity actions.  With a growing client list around Australia and New Zealand, your contract has plenty of opportunities to extend beyond this role.   Express your interest We encourage all diverse, suitably qualified candidates with valid Australian working rights to apply. We will be in touch with shortlisted applicants, no agencies please. Seisma.com.au  Please send your resume to [email protected]","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74384271","46032073"
"74694981","Senior Frontend Developer","Professional Search Group","Contract/Temp","Developers/Programmers ","New opportunity to join leading mining organisation!  Are you an experienced frontend looking for an exciting new opportunity? We're searching for skilled individuals to be a part of this dynamic team, contributing to groundbreaking projects.   The Role  Bringing your solid experience as a Mid-to-Senior Frontend Developer, you will be joining a high-performing team who are based centrally in the CBD and hold a great work culture. You will be joining a top-tier mining organisation as they are working on an internal greenfield application.  You will be your strong experience with React to the team as the main technical component to this role.  Your technical profile with consist of:- Ideally minimum 5+ years’ experience working in medium-to-large sized organisations Solid experience working with React TypeScript experience Experience working with AWS is beneficial Python experience is advantageous Open source and Linux experience is beneficial End to end project lifecycle experience ideally Great presentation and strong communication skills  The successful candidate will be offered an initial contract through to EOFY 2025, rolling on from there. Great flexibility to WFH with rates depending on experience $600 – 800per day.  If you are ready to take on this exciting challenge and make your mark in a fast-paced environment, we want to hear from you!   Apply Today  To be considered for this role, submit your CV today by clicking the ‘Apply’ button or send your CV directly to [email protected] Please note that due to the high volume of applicants, only those selected for shortlisting will be contacted.","$600-800per day depending on experience","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74694981","29276064"
"74378133","Wireless Network Engineer","Professional Search Group","Full time","Engineering - Network ","Responsibilities: Strategize with customers, architects, and internal teams to deliver wireless network solutions. Develop designs and integrating Operational Technology (OT) solutions into networks. Produce insight into RF testing to optimize network performance. Secure incidents and requests related to wireless networks. Manage the configuration of IP routing and switching to ensure seamless connectivity. Requirements: Holds routing and switching certifications (CCNA/CCNP). Proficient in wireless IP protocols such as OSPF, BGP, and QoS. Strong understanding of network architecture and design principles. Effective communication and interpersonal skills. Benefits: $80k-120k Salary depending on experience 1:1 mentoring sessions Free parking Monthly staff socials Please send your resume by selecting ""apply"" or get in touch with our leading consultant - [email protected] for a confidential discussion.","80K - 120K - Dependant on experience","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74378133","29276064"
"74685944","Master Scheduler","Seisma","Contract/Temp","Programme & Project Management ","We are always looking for incredible consultants to join our teams as our workforce expands geographically around Australia and New Zealand. Our clients are across banking and finance, agriculture, entertainment, government & utilities - and growing! We have a new opportunity available, and we hope you can help us.   Role Overview: Are you an experienced Master Scheduler ready to take on a challenging role in a high-visibility project? We are seeking a True Master Scheduler to join our team to work on an LAN/WAN upgrade initiative encompassing over 460 sites across Western Australia's Health Services facilities. As the Master Scheduler, you will play a pivotal role in the creation and implementation of schedules using MS Project, serving as the backbone of a multi-year delivery program.  Key Responsibilities:    Develop and maintain master schedules utilising MS Project, ensuring alignment with project objectives and milestones.  Coordinate with vendors and internal stakeholders to gather project requirements and constraints.  Manage dependencies across multiple concurrent delivery streams, anticipating and mitigating potential risks and delays.  Provide leadership in the practical approach to site access, impacts, and other logistical considerations within the implementation plan.  Generate high-level visibility reports and metrics to track progress and measure business benefits.  Collaborate closely with project managers and cross-functional teams to ensure schedule adherence and successful project outcomes.   Experience/Specialization:    Proven experience as a Master Scheduler, preferably in large-scale, complex projects.  Proficiency in MS Project is essential; experience with other scheduling tools is a plus.  Demonstrated ability to manage and prioritize multiple concurrent tasks in a fast-paced environment.  Strong analytical and problem-solving skills, with attention to detail.  Excellent communication and interpersonal skills, with the ability to effectively collaborate with diverse teams.   Our Capabilities We've been doing this for businesses of all sizes across many different industries for almost 18 years. You can read our story on our website at ""Join Our Team"", but the short version is that we are on a mission to become the largest 100% Australian and New Zealand owned IT professional services group. We are on a steady acquisition and organic growth journey, and we invite you to join us!   Working with Seisma    Our workforce currently numbers more than 400 consultants across many different industries. This provides you with great opportunities to network with people on a similar career journey.  Our dedication to diversity and inclusiveness ensures that every employee feels valued and proud. Policies, initiatives and tools are just the first steps; we truly support diversity actions.  Our team recently voted us a Great Place to Work!  With a growing client list around Australia and New Zealand, your contract has plenty of opportunities to be extended beyond this role.    Express your interest  We encourage all diverse, suitably qualified candidates with valid Australian working rights to apply. We will be in touch with shortlisted applicants, no agencies please.  Seisma.com.au   Send your resume to Jian Barr","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74685944","46032073"
"74623609","Senior Business Analyst","Cathara Consulting Pty Ltd","Contract/Temp","Business/Systems Analysts ","Cathara Consulting is an Australian-based Consulting firm specialising in Business Transformations and Technology Consulting & Resourcing Services. We are seeking multiple experienced Senior Business Analysts to join our team providing consulting services to our clients. An initial contract of 3 months is offered with an additional extension of a further 3 months. The role: As the Senior Business Analyst you will facilitate the relationship between the technical and the business functions, review end-to-end business processes and ensure business needs are properly modelled, analysed and incorporated into the solution, and any risks and opportunities are identified. Duties will include: Conducting workshops with the Business SME’s to document the as-is and develop to-be process maps Develop user stories based on business requirements Develop acceptance criteria for each of the user stories Develop and documenting test cases Conduct workshops for user acceptance testing Support the business in user acceptance testing Provide quality check of program deliverables Act as the single point of contact for analysis for the business service, and as a conduit between program and business service Ensure data and reporting requirements are articulated for the business service  Skills & Experience required: Previous experience working in a similar Senior Business Analyst role Excellent documentation skills, experience with tools such as MS Visio and BPMN. Experience with requirements gathering and stakeholder management. Previous experience working within Government would be an advantage.  This role is based in Perth. You will be expected to remain in Perth for the duration of the contract.  You will need to be able to obtain a clean police clearance and have full working rights in Australia to be considered for this role.","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74623609","32824423"
"74562607","Senior Software Developer","Verse Group","Contract/Temp","Developers/Programmers ","About the Opportunity:  Are you a seasoned Full Stack Web Developer with a passion for merging design aesthetics with precise coding? Join my client's dynamic team in Perth, where you'll translate UI/UX designs into functional code, bringing applications to life. This is a 3-month contract role offering the chance to spearhead projects from inception to fruition, demanding both meticulous organization and an eye for detail.   About You:  As a Senior Software Developer, you possess over 7 years of hands-on experience in software development, particularly in crafting web-based applications. Proficiency in C#, as well as ideally experience with Angular, Node JS, Typescript, jQuery, HTML, CSS, .Net Core, Entity Framework, SQL Server, Web API, RESTful services, MongoDB, and SQL Server is paramount. You're well-versed in agile/scrum methodologies, boast strong TDD skills, and excel in cross-browser compatibility troubleshooting. Your communication skills are impeccable, and you thrive in collaborative environments.   Key Requirements:   Over 7 years of Software Development experience  Expertise in Full Stack development for web-based applications  Proficiency in C#, as well as ideally experience with Angular, Node JS, Typescript, jQuery, HTML, CSS, .Net Core, Entity Framework, SQL Server, Web API, RESTful services, MongoDB, and SQL Server  Strong understanding of agile/scrum methodologies and TDD approach  Excellent verbal communication skills and attention to detail  Desirable: Experience in AWS & Kubernetes   About the Company:  Join a leading force in the resources sector, where innovation meets excellence. My client, a pioneering entity in the field, is committed to pushing boundaries and driving progress. With a culture that fosters creativity and collaboration, you'll be part of a team that's shaping the future.   The Benefits:   Opportunity to work with cutting-edge technologies and drive innovation  Collaborative and inclusive work culture  Professional development and growth opportunities  Competitive remuneration package  Supportive and dynamic team environment   How to Apply:  If you would like to learn more about this opportunity, please feel free to apply, alternatively call Matthew Burke on (08) 6146 4466 .","$900 - $1100 per day (inclusive of super)","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74562607","29699327"
"74600043","Senior Cisco Engineer","Valrose","Full time","Engineering - Network ","Our client is an award-winning Cisco Gold Partner with a mindset of profit with purpose. They are looking for their next networking expert to realise actual value and ROI for their clients, Why this should be your next career move: Join a highly acclaimed Cisco Gold Partner renowned for its commitment to creating value and achieving sustainable profits. This organisation is celebrated not only for its accomplishments but also for its returning customer base. You will be pivotal in driving the company's success alongside a team of high-caliber Cisco Professionals undertaking intricate projects. They will invest in your well-being and professional growth whilst ensuring it is enjoyable. They're moving to swanky new offices in the CBD and have a team culture known to enjoy games whilst they work hard. The company has leadership that understands the need for flexibility and encourages a transparent culture to ensure everyone feels heard.      What you will be responsible for: As one of the skilled Senior Network Engineers on the team, you will be responsible for:   Designing and supporting network architecture, protocols and security practices  Planning, implementing and troubleshooting complex network environments  Delivering scalable and reliable network solutions to your clients   What you will bring to the role: ✅ Your proven success as a Senior Network Engineer for complex networks in commercial environments ✅ Your Cisco Certifications (e.g. CCNP) ✅ Your technical expertise in   Networking protocols  Network security principals  Network monitoring and management  Cloud networking    -----------------------------------------------------------------------------------  About working with Valrose - We listen. We understand. We solve. Valrose consultants work with you to understand where your character, aspirations, and skills will be most valued. We will understand your priorities, whether financial, career progression, workplace culture or technology-related. We will discuss the opportunity thoroughly, how it aligns with your career goals, and guide you through the recruitment process, providing expert advice and support from the initial application to the offer. We are trusted advisors to our clients, acting as an extension of their business. We genuinely care about our candidates and love helping connect people with great opportunities. If you would like to understand more about the above role, please do get in touch.  Our Values Humanity – Success – Integrity – Accountability – Curiosity  Diversity – Welcome it. Entrust it. Celebrate it. Within our business, we have created an environment where anyone from any background can bring their authentic self to work, celebrating our differences whilst working towards a common purpose. We believe this is not just the ethical thing to do; it's the intelligent thing to do. Diversity drives innovation! The Valrose team enjoys building inclusive cultures and promoting equality for all.   RCSA Award Finalist - 2023 Outstanding Agency  Sourcr Award Winner - 2022 Best Agency for Technology, WA  2021 Seek SARA Award Finalist for Excellence in Candidate Engagement   Valrose is a 2023 Circle Back Initiative Recruitment Agency – we commit to responding to every applicant. #SCR-rupsha-nandy","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74600043","39090289"
"74519066",".Net Blazor Developer","Professional Search Group","Contract/Temp","Developers/Programmers ","*Blazor and .Net experience a must *Ideally 7 years experience *First month is 4 days in the office, following this it will be a fully remote role The Role  Senior .Net Developer required for long-term contract.  With an office based in Perth’s inner suburbs, our client is looking for an additional resource to join the team.  You will be involved with developing and maintaining .Net applications for a recognised global client in the resources sector. During the first month you will be office based. Following this, you will enjoy the flexibility to work fully remote if you wish!  In this role you will be working as part of a high performing professional team and you will be expected to take ownership of outcome, by using your initiative and producing the highest quality of work.  You will be offered an initial six-month or one-year contract which is expected to continue for minimum 3 years!  Your Profile  To be successful in this role, you will need to have experience with: 5+ years' experience with .NET C# Development Experience working with Blazor is a must HTML, CSS, JavaScript T-SQL experience Experience with Angular is advantageous DevOps and Azure experience is a bonus Experience working in an Agile environment Great communication skills with the ability to work well within a team and autonomously  Apply Today  To be considered for this role, submit your CV today by clicking the ‘Apply’ button or send your CV directly to [email protected]  Cover letters which highlight your skills and experience in relation to the specific job advertisement will be read and the information provided will be used during our selection process. Please note that due to the high volume of applicants, only those selected for shortlisting will be contacted","$550per day + super","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74519066","29276064"
"74450163","Senior Technical Consultant - ServiceNow","DXC Technology Australia & New Zealand","Full time","Consultants ","As a Senior ServiceNow Technical Consultant, you will help customers transform their business by creating high quality ServiceNow outcomes. You will have an opportunity to work on a wide variety of client facing projects including implementations, custom applications, and large digital transformations. In this hand-on role, your focus will be on producing robust technical solutions ServiceNow platform. You will perform both Technical and Functional roles and will undertake hands-on ServiceNow implementation activities on a day-to-day basis. Not only will you design the solution, but you will also deliver it, alongside a team of driven and like-minded ServiceNow specialists, experienced strategists and industry experts to deliver successful transformations for the customer. The right candidate will also have the opportunity to work closely with the sales, pre-sales teams to identify and progress customer opportunities. This role is based in Perth. What's on offer:  Work with like-minded consultants and architects to deliver innovative solutions across multiple industries An excellent remuneration package commensurate with the level of experience and contribution to the growth of the company. Chance to work for some of Australia’s largest ServiceNow customers on projects that leverage ITOM, ITSM, ITBM, HR, GRC SecOps, Integrations, Apps, and other ServiceNow applications and ISV solutions Structured internal career advancement opportunities. Part of a specialised product focus groups, alongside the delivery teams and leveraging off Global ServiceNow business groups Be part of a supportive team which supports your career development and success through highly collaborative breakout sessions allowing you to enhance your skills and share knowledge Part of team that encourages and incentivises out of the box thinking, innovation to drive products and services within the ServiceNow eco system. Exposure and opportunity to work and digital and business transformation What you will need to succeed:  Six plus years of experience in Service now and of delivering robust, best-practice based ServiceNow implementations. Experienced in writing Javascript, Angular JS, and other scripting in ServiceNow. Experienced writing ServiceNow server-side scripting including business rules and script. Solid skills/experience working with Development APIs. Expertise in ServiceNow automation integrations and setups through ServiceNow Orchestration and Web Services. Strong stake holder management experience and demonstrated ability to influence and consult (providing options with pros, cons, and risks) while providing thought leadership to sponsors/stakeholders in solving business process and/or technical problems. Strong ability to provide well-conceived, clearly articulated, pragmatic solutions and recommendations to complex business problems and communicating these to non technical audiences Ability to deliver effectively and efficiently by working autonomously as well as within a team. ServiceNow base certifications plus min of two learning path certifications such as ITSM/ IRM/ HR streams Good written and strong verbal communication skills Excellent time management skills Ability to run design workshops, conduct training and communicate with customer C level stakeholders Work in agile / scrum development process Proven experience in handling complex foundation data source integrations like workday as well and BAU integrations like LDAP, emails , ebonding between different systems Proven experience in understanding and capturing business requirements , streamlining complex business / IT processes and help manage/ deploy ServiceNow capabilities in an agile manner Why DXC DXC global ServiceNow business group draws on our experience as a strategic partner to deliver innovative models that automate and optimise workflows and processes across enterprise and accelerate technology driven business transformations. In alignment with our commitment to fostering a flexible and dynamic work environment, we have adopted a hybrid working approach that acknowledges the importance of in-person collaboration while recognising that the determination of your work location will be based on a range of factors to ensure both individual preferences and operational requirements are met.  DXC Culture & Benefits DXC Technology is dedicated to ‘putting its people first’. We offer competitive remuneration; benefits, training and career opportunities - as well as a culture that demonstrates our employees are our priority.","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74450163","36882266"
"74375112","Optic Fibre Splicer","Streamline Connect Pty Ltd","Full time","Telecommunications ","About the Role Streamline is currently seeking a Fibre Optic Specialist to join our projects team. With a long pipeline of work this full-time position will work on various projects and you must be available to work on a roster and when required.  Your prime focus will be splicing, testing and commissioning long haul fibre optic cable projects. Reporting to the Project Manager this client facing role will have you responsible for ensuring all testing and commissioning is completed to the required specifications. You must be available immediately for a 2 and 1 roster for timely completion of project. Skills Commitment to safe working Self-starter, self-managing/, thinking and problem solving, organised with attention to detail. Strong interpersonal, verbal and written communication skills Excellent computer skills Minimum 5 years relevant experience Mining experience is essential with experience in long haul testing and cutovers. Telstra experience is preferred  Qualifications Optic Fibre accreditations in splicing and testing. Experience in commissioning Optic Fibre networks – rail signaling experience preferred Experience in reporting, analysing and compiling test results Optic Fibre cabling installation, termination and testing experience – Tier 1 mining experience preferred. ACMA Cabling License with Structured and Optical endorsements (required) Employment will be subject to a medical (suitable for mine site work). Streamline Connect is an equal opportunity employer and only persons with the right to work in Australia may apply.","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74375112","38892082"
"74556634","Sales Lead","Emanate Technology Pty Ltd","Full time","Sales - Pre & Post ","Are you a sales specialist in tech or Cyber? Looking to take on a new challenge? Want to join an Australian SME cyber business kicking goals?  >>> READ THIS AD <<<  OVERVIEW: e2 Cyber has partnered exclusively with an Australian SME cyber security business to build their presence across Australia. We are looking  for a Sales Lead in a fulltime permanent capacity,  to drive sales and build a strong reputation for our client to deliver cyber and networking services. The right person will bring a deep knowledge of the WA market and have connections within organisations of all sizes and industries along with the ability to “open doors.” You will be compensated very well with an OTE package to be negotiated, join a team of high performing SMEs in their chosen field and be supported by the business to exceed your targets!  THE ROLE: This position  is a result of our client having staff in WA and  identifying a demand in the WA tech market for cyber and networking services. They are seeking  someone who can connect them with WA technology end clients, Service Providers, State Government and to source new places for them to help improve the posture of client’s network and cyber environments. You will be tasked with clear targets to achieve and be given the tools and support to deliver,  bringing skills in market mapping, identify and landing new clients, improving service offerings and working with internal teams as required, work autonomously and be able to get results!  BENEFITS: By winning this role, you will enjoy: New territory in WA to “make your own” Ability to work autonomously and flexibly between the office and home Be heard and influence the business with direct input to the CEO and CTO Join a company that is truly “on the up” in the Aus Cyber Space Great OTE package which will be negotiated throughout the process  REQUIREMENTS: This is where the role brings a real “uniqueness” in the sense that our client is OPEN MINDED to the background, skills and job titles that someone brings. They will consider a pre-sales engineer looking to go fully into sales, an account manager that is excited to get more into business development rather than managing and farming, or a network architect  who has experience in WA looking for their first gig in a cyber sales role! The key points to be considered eligible are: WA industry knowledge and connections Understanding of cyber security, networking and technology (does not need to be on the tools) Australian Citizen residing in Perth Real drive, hunger and motivation to do well Fits the team culture, brings some “vibes” and contributes to the team  PROCESS: As this is an exclusive position with e2 Cyber, please send an email to:  [email protected]  OR  Apply to this job ad with your CV, a cover letter outlining how you suit this role and why you are applying. Only applicants that are deemed suitable will be contacted. We are asking for applications by the 31/3/2024 to be consider for interviews the week after.  https://www.sourcr.com/agency/e2-cyber","","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74556634","56062757"
"74515348","Senior Software Engineer - Java daily rates up to $1000!","Preacta Recruitment","Contract/Temp","Engineering - Software ","This is a long term contract (3+ years Project) paying a daily rate up to $1000!  Greenfield Group Platform Project – Working with the latest Technologies in Java 11/ 15  (Microservices, Spring, Springboot) & AWS/ EKS  Fully remote working & Flexible working hours, we mean it when we say we value work-life balance!  World-class learning and leadership programs   Senior Software Engineer - Java We have an opportunity that will allow you to build and influence a Greenfield Group Platform continue reading below: We have several cutting-edge opportunities with a Fortune Top 10 ranked company to work for globally located in Sydney. We are scaling our engineering division looking for backend Java professionals. Should 2024 be the time for you to explore opportunities I would be keen to have a short conversation to share more information on a brand new group greenfield platform project handing over a Billion users per day. You will have the opportunity to solve problems that fundamentally change the way people work and create things the world has never seen or even thought of yet! Your days will be filled delivering next-generation features in small, high-performing teams. You'll collaborate often with other developers to write the best code for the project and deliver amazing results that our users love. Work will always be different, and you will have the chance to spearhead solution design and development. Focusing on Architectural decisions and driving changes. Knowledge and Experience:   Knowledge in Backed coding languages Java and Spring Framework  Experience or want to Use Test Driven Development (TDD), Behavioural Driven Development (BDD), and Domain-Driven Design (DDD)  Understanding of micro-services oriented architecture and REST APIs  Hands-on experience with public or private cloud offerings (e.g., AWS, GAE, Azure) Or interest in learning Containerisation (Docker, Kubernetes)  Good exposure to other languages is always a great plus for us!   You’re not expected to have 100% of these skills. At the heart of our culture, we actively encourage people to try new things. If this is something you are passionate about then we would love to support you in getting onboard! Reach out to Luke on 0406 811 336 , email [email protected] or click 'Apply.","Daily rates up to $1000!","Perth WA","CBD, Inner & Western Suburbs","https://www.seek.com.au/job/74515348","29387504"
